municipality,county,number_taxpayers,tax_type,year,quarter,general_merchandise,food,drinking_and_eating_places,apparel,furniture_and_hh_and_radio,lumber_bldg_hardware,automotive_and_filling_stations,drugs_and_misc_retail,agriculture_and_all_others,manufacturers,total
Chicago,Cook County,21664,RTA,2009,3,3856040.13,10413093.79,12767576.49,3547888.95,1954306.22,1925599.89,5283215.89,10043128.34,4745117.82,963055.91,55499023.43
Chicago,Cook County,21664,SRTA,2009,3,854182.95,797991.37,3134349.46,883659.53,487047.98,479763.99,1224264.00,1472888.74,1056537.14,212621.11,10603306.27
Chicago,DuPage County,58,ST,2009,3,,,,,,,,28886.20,20966.55,-11400.51,163891.41
Chicago,DuPage County,58,MT,2009,3,,,,,,,,7394.05,4319.60,-2270.64,35142.53
Chicago,DuPage County,58,HMR,2009,3,,,,,,,,7220.76,5241.37,-2657.17,29112.59
Chicago,DuPage County,58,CST,2009,3,,,,,,,,1444.25,1048.33,-570.06,8194.42
Chicago,DuPage County,58,RTA,2009,3,,,,,,,,5543.99,3239.72,-467.39,27583.49
Chicago,Cook County,24266,ST,2009,4,22496265.51,16263558.97,57398186.68,19891881.35,11382062.72,8680993.32,22458158.78,30182974.17,19589676.30,4303391.82,212647149.62
Chicago,Cook County,24266,MT,2009,4,4849822.33,9183905.78,11699645.10,3991660.27,2287025.70,1744231.46,4752472.61,9436130.83,4351911.44,980332.30,53277137.82
Chicago,Cook County,24266,HMR,2009,4,5623500.59,4064747.79,14326178.46,4971875.76,2841321.72,2169784.31,3098979.33,7523457.45,4604437.08,1074809.45,50299091.94
Chicago,Cook County,24266,CHMR,2009,4,7871693.54,5678657.72,20021136.03,6956331.77,3965980.42,3023071.43,4262262.85,10521503.12,6486303.16,1495931.64,70282871.68
Chicago,Cook County,24266,MPEA,2009,4,34301.44,477743.94,7093043.75,73355.94,,,8899.48,203047.58,285972.15,15870.12,8192234.40
Chicago,Cook County,24266,RTA,2009,4,4937035.22,10665008.09,11737210.66,3993424.56,2287370.59,1746022.46,4737950.88,10283370.69,4461402.88,1007979.93,55856775.96
Chicago,Cook County,24266,SRTA,2009,4,1124761.50,813011.39,2868412.63,994616.25,568890.29,433995.24,1121572.90,1509015.36,978899.58,215042.48,10628217.62
Chicago,DuPage County,58,ST,2009,4,,354.22,,,,,,31183.89,11158.39,604.35,99008.05
Chicago,DuPage County,58,MT,2009,4,,724.31,,,,,,7827.01,2333.84,129.30,22155.88
Chicago,DuPage County,58,HMR,2009,4,,88.55,,,,,,7709.07,2789.33,151.00,18891.57
Chicago,DuPage County,58,CST,2009,4,,17.69,,,,,,1541.86,557.89,30.18,4932.96
Chicago,DuPage County,58,RTA,2009,4,,543.27,,,,,,5870.19,1750.30,96.93,16947.56
Chicago,Cook County,23278,ST,2010,1,16130775.52,15135648.75,52789221.28,15837948.38,9153894.74,7081286.14,25032674.99,25964155.75,18136118.61,3386483.06,188648207.22
Chicago,Cook County,23278,MT,2010,1,3576972.87,8480266.08,10752458.34,3179365.67,1838560.82,1419783.48,5279105.81,8227771.78,4025989.56,780863.45,47561137.86
Chicago,Cook County,23278,HMR,2010,1,4031286.66,3775962.01,13168751.04,3957479.91,2285105.73,1778680.09,3312644.10,6457273.77,4161465.68,845916.06,43774565.05
Chicago,Cook County,23278,CHMR,2010,1,5641193.74,5274306.44,18374873.50,5535557.66,3194613.22,2465641.64,4535635.77,9020565.39,5777427.12,1177840.56,60997655.04
Chicago,Cook County,23278,MPEA,2010,1,20605.91,423131.35,5915171.82,50353.96,,,5466.00,130965.10,203813.85,11205.21,6760713.20
Chicago,Cook County,23278,RTA,2010,1,3663659.58,9838339.34,10781772.38,3180784.01,1839544.21,1419021.77,5237339.66,8980532.92,4115926.90,805692.57,49862613.34
Chicago,Cook County,23278,SRTA,2010,1,806458.18,755797.87,2636767.59,791764.60,457505.51,354122.32,1249566.88,1297111.77,906413.89,169215.08,9424723.69
Chicago,DuPage County,63,ST,2010,1,,,,,52916.48,,,23566.15,16772.02,668.46,144885.21
Chicago,DuPage County,63,MT,2010,1,,,,,10583.29,,,6350.67,3468.59,139.75,31254.28
Chicago,DuPage County,63,HMR,2010,1,,,,,13229.00,,,5890.78,4192.59,167.10,23675.96
Chicago,DuPage County,63,CST,2010,1,,,,,2645.85,,,1178.14,838.62,33.43,7244.11
Chicago,DuPage County,63,RTA,2010,1,,,,,7937.48,,,4763.78,2601.48,104.83,23431.99
Chicago,Cook County,21410,ST,2010,2,17496029.03,16819146.28,65129935.40,18992791.20,10330781.82,10660728.38,29486038.89,27819088.38,21760246.66,3788259.61,222283045.65
Chicago,Cook County,21410,MT,2010,2,3843672.37,9009071.61,13235524.95,3804365.90,2073366.13,2137648.06,6178019.59,8370558.36,5428243.85,856436.98,54936907.80
Chicago,Cook County,21410,HMR,2010,2,4371601.00,4201489.64,16250068.67,4748314.72,2573369.26,2657755.72,3520961.05,6913474.77,4989354.67,938885.90,51165275.40
Chicago,Cook County,21410,CHMR,2010,2,6114867.09,5869463.23,22640455.87,6650174.21,3584166.51,3696808.13,4876876.84,9653619.21,6955330.64,1306395.31,71348157.04
Chicago,Cook County,21410,MPEA,2010,2,24729.75,472386.43,7628401.23,64021.37,,,9106.02,196106.30,283063.81,17260.45,8695075.36
Chicago,Cook County,21410,RTA,2010,2,3927704.74,10417422.08,13263912.49,3807251.20,2068716.67,2131850.72,6140775.42,9068038.00,5674048.33,880991.33,57380710.98
Chicago,Cook County,21410,SRTA,2010,2,874726.46,840556.20,3253035.51,949483.19,516231.74,532938.50,1472070.03,1389509.66,1081526.99,188845.46,11098923.74
Chicago,DuPage County,53,ST,2010,2,,,,,,,54975.12,28303.02,19396.75,969.40,171171.79
Chicago,DuPage County,53,MT,2010,2,,,,,,,10994.80,7458.90,4002.09,200.07,36361.21
Chicago,DuPage County,53,HMR,2010,2,,,,,,,246.07,7075.35,4849.09,242.24,29294.43
Chicago,DuPage County,53,CST,2010,2,,,,,,,2748.66,1415.08,969.77,48.43,8558.44
Chicago,DuPage County,53,RTA,2010,2,,,,,,,8109.65,5593.38,3001.56,149.96,27133.67
Chicago,Cook County,21567,ST,2010,3,16994919.25,17211273.40,66958675.06,17828215.16,11036993.67,10059326.85,29091840.42,29532243.16,23853500.06,3887790.57,226454777.60
Chicago,Cook County,21567,MT,2010,3,3989240.69,8835301.67,13595020.50,3799892.28,2255907.93,2062367.97,6162150.99,8608282.54,5883913.78,902603.20,56094681.55
Chicago,Cook County,21567,HMR,2010,3,4481161.82,4292758.33,16673097.28,4739302.46,2797922.98,2564658.65,3757661.85,7164777.77,5671066.04,1011344.34,53153751.52
Chicago,Cook County,21567,CHMR,2010,3,4482768.57,4276589.77,16858556.05,4798297.75,2819056.66,2589701.79,3781787.83,7272530.43,5757808.64,1032322.05,53669419.54
Chicago,Cook County,21567,MPEA,2010,3,22101.00,508832.30,7782272.22,67795.10,,,11247.00,299663.38,299082.26,19942.08,9010935.34
Chicago,Cook County,21567,RTA,2010,3,4089024.82,10159628.04,13615059.51,3798646.52,2237989.52,2061738.31,6119773.81,9306217.50,6107455.74,924607.72,58420141.49
Chicago,Cook County,21567,SRTA,2010,3,896243.60,860021.24,3339332.42,948460.61,560386.01,513635.61,1452758.58,1439599.52,1219206.45,202990.49,11432634.53
Chicago,DuPage County,63,ST,2010,3,,,,,37190.38,,,31033.29,124032.55,1098.14,212693.29
Chicago,DuPage County,63,MT,2010,3,,,,,7438.06,,,8251.60,24918.76,223.08,44928.23
Chicago,DuPage County,63,HMR,2010,3,,,,,9297.54,,,8269.60,31007.90,274.30,49063.81
Chicago,DuPage County,63,CST,2010,3,,,,,1859.51,,,1653.94,6201.56,54.89,10736.79
Chicago,DuPage County,63,RTA,2010,3,,,,,5578.53,,,6188.21,18577.72,167.28,33584.31
Chicago,Cook County,23992,ST,2010,4,23297274.35,17192013.91,63037549.39,23385740.58,12206252.48,9277776.27,28697259.00,31203337.48,23436157.45,4517776.00,236251136.91
Chicago,Cook County,23992,MT,2010,4,5126179.58,9260087.23,12849329.86,4708095.49,2463033.31,1863089.72,6006227.18,9273498.43,5729282.94,1018697.08,58297520.82
Chicago,Cook County,23992,HMR,2010,4,5807457.22,4295574.67,15761904.43,5876651.84,3044544.35,2319075.98,3834053.37,7777436.77,5479105.65,1123857.34,55319661.62
Chicago,Cook County,23992,CHMR,2010,4,5787666.59,4322757.00,15889257.26,5886914.58,3044479.87,2323581.19,3854110.90,7852615.38,5515060.56,1129164.16,55605607.49
Chicago,Cook County,23992,MPEA,2010,4,36104.43,457856.14,7666695.75,73067.12,,,8181.00,292589.52,313829.75,13180.05,8861503.76
Chicago,Cook County,23992,RTA,2010,4,5224088.65,10711816.05,12897954.62,4707310.25,2450379.58,1865420.53,5935796.86,10030353.65,5970473.10,1047220.96,60840814.25
Chicago,Cook County,23992,SRTA,2010,4,1164670.99,859449.81,3153585.24,1175656.94,612383.22,463792.94,1432230.28,1561142.63,1173489.45,225769.31,11822170.81
Chicago,DuPage County,58,ST,2010,4,,489.46,,,,,,32975.15,47275.74,1718.72,151829.24
Chicago,DuPage County,58,MT,2010,4,,446.91,,,,,,8485.13,9581.91,345.31,32733.19
Chicago,DuPage County,58,HMR,2010,4,,122.24,,,,,,8243.28,11818.79,429.17,31516.27
Chicago,DuPage County,58,CST,2010,4,,24.50,,,,,,1648.75,2363.77,85.87,7591.33
Chicago,DuPage County,58,RTA,2010,4,,335.18,,,,,,6361.53,7186.42,258.29,24534.32
Chicago,Cook County,22339,ST,2011,1,16534397.84,15023093.17,56062911.69,16087029.32,9993633.53,6984483.11,29148811.94,26852363.89,20170179.26,4065831.13,200922734.88
Chicago,Cook County,22339,MT,2011,1,3796330.77,8528364.17,11437973.77,3223941.31,2010399.55,1404362.44,6097555.92,8413418.39,5013899.60,896943.77,50823189.69
Chicago,Cook County,22339,HMR,2011,1,4132359.15,3753483.77,13988908.26,4024538.95,2491242.97,1745528.58,3677280.44,6657405.66,4620009.90,1011339.34,46102097.02
Chicago,Cook County,22339,CHMR,2011,1,4132917.53,3740922.28,14079425.26,4033395.29,2495803.49,1747462.16,3618267.64,6721836.29,4661497.13,1029212.36,46260739.43
Chicago,Cook County,22339,MPEA,2011,1,20222.61,354736.41,6550548.37,56391.23,,,6238.64,183653.50,236631.92,10831.83,7419254.51
Chicago,Cook County,22339,RTA,2011,1,3918810.51,9905765.85,11486108.48,3223488.45,2010937.17,1406123.67,6035865.40,9169165.15,5256250.25,914959.26,53327474.19
Chicago,Cook County,22339,SRTA,2011,1,826480.69,750855.28,2799906.58,805130.93,499208.02,349136.62,1455063.99,1340913.75,1007050.84,203162.03,10036908.73
Chicago,DuPage County,150,ST,2011,1,,273.48,,,52913.62,.02,,33034.66,13828.36,658.49,126449.30
Chicago,DuPage County,150,MT,2011,1,,445.40,,,10582.63,,,8678.45,2886.83,133.76,27874.75
Chicago,DuPage County,150,HMR,2011,1,,68.15,,,13228.22,,,8256.81,3456.02,162.29,25732.15
Chicago,DuPage County,150,CST,2011,1,,13.67,,,2645.65,,,1651.39,691.44,32.91,6321.96
Chicago,DuPage County,150,RTA,2011,1,,334.06,,,7937.00,-.02,,6505.88,2165.40,99.17,20910.82
Chicago (Cook),Cook County,22963,ST,2011,2,18303100.56,17002783.86,71220714.82,21378449.46,11913371.73,10419141.12,31396544.34,28376652.51,23220855.30,4293510.15,237525123.85
Chicago (Cook),Cook County,22963,MT,2011,2,4096591.66,8986869.40,14498334.62,4321115.92,2392390.43,2090476.80,6580060.59,8928839.53,5423219.32,958099.50,58275997.77
Chicago (Cook),Cook County,22963,HMR,2011,2,4575711.70,4249615.41,17796693.86,5341908.84,2972998.00,2604087.91,4196678.09,7056092.11,5339871.89,1071257.98,55204915.79
Chicago (Cook),Cook County,22963,CHMR,2011,2,4574651.46,4259753.70,17844921.17,5347037.50,3037549.27,2607144.06,4208409.52,7015742.32,5361906.12,1070021.34,55327136.46
Chicago (Cook),Cook County,22963,MPEA,2011,2,26258.13,553470.22,8518228.66,69220.06,,,9838.00,190607.87,355691.67,16328.16,9739642.77
Chicago (Cook),Cook County,22963,RTA,2011,2,4205463.77,10380423.71,14554452.03,4329841.28,2391648.75,2091531.23,6547352.00,9740440.85,5598312.71,982089.41,60821555.74
Chicago (Cook),Cook County,22963,SRTA,2011,2,915146.55,850120.64,3560963.89,1068935.65,595660.72,520955.79,1569674.58,1418781.47,1161027.84,214666.34,11875933.47
Chicago (Dupage),DuPage County,58,ST,2011,2,,,,,,,,39408.71,9247.98,1073.22,158309.03
Chicago (Dupage),DuPage County,58,MT,2011,2,,,,,,,,9908.30,1961.75,217.04,34095.85
Chicago (Dupage),DuPage County,58,HMR,2011,2,,,,,,,,9851.70,2311.51,270.11,28592.60
Chicago (Dupage),DuPage County,58,CST,2011,2,,,,,,,,1970.41,462.36,53.64,7915.31
Chicago (Dupage),DuPage County,58,RTA,2011,2,,,,,,,,7431.16,1471.41,163.98,25573.20
Chicago (Cook),Cook County,22425,ST,2011,3,18715454.37,17932946.02,71590313.49,20797712.72,11317070.33,9856619.91,32302511.98,30761332.57,23841385.98,4390776.89,241506124.26
Chicago (Cook),Cook County,22425,MT,2011,3,4248309.11,9515236.49,14562621.24,4163110.59,2284218.49,1978961.78,6824336.86,9911108.31,5208756.73,980836.05,59677495.65
Chicago (Cook),Cook County,22425,HMR,2011,3,4676486.62,4482952.41,17887609.39,5198331.39,2835825.61,2462469.51,4088093.24,7653018.42,5465809.55,1084940.95,55835537.09
Chicago (Cook),Cook County,22425,CHMR,2011,3,4674131.58,4484202.34,17923041.77,5198473.36,2837108.05,2463572.10,4088886.40,7664859.16,5477421.27,1086542.85,55898238.88
Chicago (Cook),Cook County,22425,MPEA,2011,3,23570.54,517370.23,8691685.33,73437.86,,,11753.00,201532.10,421727.32,19691.09,9960767.47
Chicago (Cook),Cook County,22425,RTA,2011,3,4370137.51,10992524.31,14611913.38,4161894.53,2282228.56,1979463.59,6798342.71,10849114.72,5288112.49,1005604.52,62339336.32
Chicago (Cook),Cook County,22425,SRTA,2011,3,935770.32,896640.82,3579497.21,1039890.14,568366.66,492827.55,1614917.95,1538023.02,1192058.65,219537.72,12077530.04
Chicago (Dupage),DuPage County,54,ST,2011,3,,,,,,,,-2250.60,6188.39,1265.89,30005.30
Chicago (Dupage),DuPage County,54,MT,2011,3,,,,,,,,858.11,6242.19,255.95,12514.67
Chicago (Dupage),DuPage County,54,HMR,2011,3,,,,,,,,-563.13,1473.06,316.32,9966.53
Chicago (Dupage),DuPage County,54,CST,2011,3,,,,,,,,-112.51,309.45,63.28,1500.26
Chicago (Dupage),DuPage County,54,RTA,2011,3,,,,,,,,643.63,4681.66,191.94,9386.10
Chicago (Cook),Cook County,24633,ST,2011,4,23776006.85,17450497.93,69382059.53,23964005.86,16046722.15,9501150.32,29622433.57,29857931.91,23538284.32,4906307.11,248045399.55
Chicago (Cook),Cook County,24633,MT,2011,4,5294169.59,9486948.39,14129145.92,4796591.59,3224726.50,1909304.39,6209750.52,9911227.81,5196410.25,1093293.09,61251568.05
Chicago (Cook),Cook County,24633,HMR,2011,4,5943782.20,4361322.62,17335689.83,5989386.44,4009409.65,2374487.20,3695142.28,7445029.27,5382123.97,1222606.30,57758979.76
Chicago (Cook),Cook County,24633,CHMR,2011,4,5942965.23,4373029.92,17353936.74,5991141.87,4244226.46,2377421.74,3724417.04,7232983.19,5399347.39,1227189.89,57866659.47
Chicago (Cook),Cook County,24633,MPEA,2011,4,38275.98,497121.49,8393456.66,80355.30,,,8818.00,148596.83,413511.33,14031.49,9594167.08
Chicago (Cook),Cook County,24633,RTA,2011,4,5428264.18,10983252.88,14182197.06,4796058.85,3226689.56,1910870.06,6197542.69,10891504.03,5304257.09,1121134.63,64041771.03
Chicago (Cook),Cook County,24633,SRTA,2011,4,1188798.25,872517.29,3469082.76,1198194.95,802338.09,475056.32,1480855.12,1492858.54,1176892.11,245313.41,12401906.84
Chicago (Dupage),DuPage County,44,ST,2011,4,,,,,,,,-3692.16,10033.28,921.80,14933.55
Chicago (Dupage),DuPage County,44,MT,2011,4,,,,,,,,-381.39,-2798.09,184.31,-1339.86
Chicago (Dupage),DuPage County,44,HMR,2011,4,,,,,,,,-923.05,2508.04,230.30,2105.13
Chicago (Dupage),DuPage County,44,CST,2011,4,,,,,,,,-184.61,501.67,46.07,746.64
Chicago (Dupage),DuPage County,44,RTA,2011,4,,,,,,,,-285.95,-2564.88,138.22,-1471.09
Chicago (Cook),Cook County,22936,ST,2012,1,18887148.64,16185354.22,62117172.52,17352693.36,14166524.92,7891375.77,32494883.62,29752400.16,20989444.21,4220617.81,224057615.23
Chicago (Cook),Cook County,22936,MT,2012,1,4379185.22,9074313.20,12613418.04,3474530.11,2844321.07,1586403.73,6771568.73,9598795.07,4643573.06,948666.08,55934774.31
Chicago (Cook),Cook County,22936,HMR,2012,1,4721729.96,4042074.67,15522303.53,4337703.94,3540817.62,1972876.13,3924002.84,7119357.94,4739648.12,1055285.11,50975799.86
Chicago (Cook),Cook County,22936,CHMR,2012,1,3780820.40,3248417.37,12514514.20,3484186.67,3143918.72,1591084.32,3175410.23,5757413.80,3849422.23,873175.87,41418363.81
Chicago (Cook),Cook County,22936,MPEA,2012,1,20637.28,382219.21,7329519.27,62639.53,,,5681.00,235224.83,274425.14,11814.82,8322161.08
Chicago (Cook),Cook County,22936,RTA,2012,1,4528948.91,10525305.64,12652579.69,3473811.40,2846374.14,1588690.83,6731939.36,10565174.19,4728188.35,975265.49,58616278.00
Chicago (Cook),Cook County,22936,SRTA,2012,1,944356.49,809264.26,3105828.65,867860.58,708322.86,394567.37,1624618.59,1430861.63,1049462.41,211025.37,11146168.21
Chicago (Dupage),DuPage County,36,ST,2012,1,,,,,,,,8994.84,5589.37,791.91,24901.09
Chicago (Dupage),DuPage County,36,MT,2012,1,,,,,,,,2117.22,1194.21,158.28,5535.26
Chicago (Dupage),DuPage County,36,HMR,2012,1,,,,,,,,2248.45,1397.20,197.67,4112.92
Chicago (Dupage),DuPage County,36,CST,2012,1,,,,,,,,449.72,279.44,39.56,1244.89
Chicago (Dupage),DuPage County,36,RTA,2012,1,,,,,,,,1587.98,895.65,118.50,4151.20
Chicago (Cook),Cook County,22229,ST,2012,2,19479956.08,17586410.28,74911488.39,20923808.54,11191714.15,10867241.96,33456291.15,30008706.99,22267074.49,4657441.70,245350133.73
Chicago (Cook),Cook County,22229,MT,2012,2,4486559.39,9421681.78,15244069.35,4188012.31,2248632.50,2181160.24,6997092.06,10006166.29,4920802.61,1043657.59,60737834.12
Chicago (Cook),Cook County,22229,HMR,2012,2,4869961.54,4396294.82,18724498.02,5228329.96,2797165.69,2716613.76,4067691.87,7752882.29,5047822.48,1161005.62,56762266.05
Chicago (Cook),Cook County,22229,CHMR,2012,2,3896984.66,3523542.09,15056203.59,4188702.67,2243875.55,2181696.34,3280714.34,6237517.64,4051742.64,937523.13,45598502.65
Chicago (Cook),Cook County,22229,MPEA,2012,2,25550.78,484438.26,8813680.64,78352.67,,,8623.00,186461.39,444709.57,20299.90,10062116.21
Chicago (Cook),Cook County,22229,RTA,2012,2,4634097.82,10896271.68,15304486.13,4186593.62,2250495.80,2182872.50,6948964.81,10948944.31,5013466.32,1070743.17,63436936.16
Chicago (Cook),Cook County,22229,SRTA,2012,2,973996.46,879318.07,3745554.28,1046186.27,559579.66,543361.06,1672676.76,1557162.77,1113351.30,232870.67,12324057.30
Chicago (Dupage),DuPage County,36,ST,2012,2,,,,,,,,8925.56,6457.66,,30240.92
Chicago (Dupage),DuPage County,36,MT,2012,2,,,,,,,,2032.38,1363.47,,6417.33
Chicago (Dupage),DuPage County,36,HMR,2012,2,,,,,,,,2231.02,1614.04,,5917.76
Chicago (Dupage),DuPage County,36,CST,2012,2,,,,,,,,446.22,322.93,,1511.97
Chicago (Dupage),DuPage County,36,RTA,2012,2,,,,,,,,1524.21,1022.60,,4812.71
Chicago (Cook),Cook County,21999,ST,2012,3,20252543.30,17829150.93,76913960.05,20762801.69,11169721.93,10203943.65,34635762.59,32701834.90,23761760.25,4678290.38,252909769.67
Chicago (Cook),Cook County,21999,MT,2012,3,4662772.46,9575292.42,15666489.04,4157141.63,2245303.04,2049302.36,7363151.19,10289459.30,5210430.50,1041561.74,62260903.68
Chicago (Cook),Cook County,21999,HMR,2012,3,5062568.60,4456455.61,19210646.67,5188610.91,2791223.92,2550881.90,4306748.04,8133460.88,5382058.16,1165199.64,58247854.33
Chicago (Cook),Cook County,21999,CHMR,2012,3,4011607.78,3570134.35,15415007.91,4153032.15,2235914.77,2044583.96,3479643.79,6565256.86,4340193.08,932698.14,46748072.79
Chicago (Cook),Cook County,21999,MPEA,2012,3,23738.28,637075.53,9559876.81,82756.06,,,11674.00,192673.92,464024.34,21596.40,10993415.34
Chicago (Cook),Cook County,21999,RTA,2012,3,4776548.03,11074688.92,15723263.03,4156430.42,2247574.23,2051404.92,7353907.39,11212409.51,5294045.35,1066431.83,64956703.63
Chicago (Cook),Cook County,21999,SRTA,2012,3,1012624.66,891453.53,3845680.21,1038138.67,558466.70,510195.96,1731636.75,1635115.62,1188081.40,233913.44,12645306.94
Chicago (Dupage),DuPage County,34,ST,2012,3,,,,,,,,-212802.75,6232.09,,-191755.36
Chicago (Dupage),DuPage County,34,MT,2012,3,,,,,,,,-42359.20,1297.50,,-38052.66
Chicago (Dupage),DuPage County,34,HMR,2012,3,,,,,,,,-53201.26,1494.46,,-49767.24
Chicago (Dupage),DuPage County,34,CST,2012,3,,,,,,,,-10640.20,311.60,,-9587.85
Chicago (Dupage),DuPage County,34,RTA,2012,3,,,,,,,,-31769.84,973.12,,-28539.97
Chicago (Cook),Cook County,24639,ST,2012,4,25369709.55,17282467.43,72519520.04,24524384.93,13069444.98,9665668.81,34608436.51,34341769.69,24204330.64,5247258.18,260832990.76
Chicago (Cook),Cook County,24639,MT,2012,4,5723777.19,9591874.79,14768536.99,4909341.90,2627058.30,1943129.32,7261163.25,10772424.38,5322818.60,1174872.99,64094997.71
Chicago (Cook),Cook County,24639,HMR,2012,4,6342361.67,4319990.58,18107959.39,6128069.56,3266266.68,2416104.63,3933036.25,8559464.38,5400392.85,1295192.37,59768838.36
Chicago (Cook),Cook County,24639,CHMR,2012,4,5159455.60,3434207.39,14509394.20,4906717.16,2623132.63,1934389.92,3171550.26,6870004.94,4320596.86,1049794.58,47979243.54
Chicago (Cook),Cook County,24639,MPEA,2012,4,38663.34,439830.01,9161162.42,86068.00,,,10733.20,213858.46,460254.56,15320.00,10425889.99
Chicago (Cook),Cook County,24639,RTA,2012,4,5885960.95,11123262.71,14814694.71,4907462.35,2629443.94,1945319.15,7255917.37,11750059.47,5410554.30,1205285.10,66927960.05
Chicago (Cook),Cook County,24639,SRTA,2012,4,1268483.80,864119.32,3625959.17,1226212.91,653470.17,483280.72,1730253.62,1717074.12,1210205.92,262361.75,13041421.50
Chicago (Dupage),DuPage County,47,ST,2012,4,,,,,,,,31081.08,6894.85,181.52,29956.23
Chicago (Dupage),DuPage County,47,MT,2012,4,,,,,,,,6397.41,1436.81,36.28,6278.61
Chicago (Dupage),DuPage County,47,HMR,2012,4,,,,,,,,7769.98,1723.29,45.31,5739.38
Chicago (Dupage),DuPage County,47,CST,2012,4,,,,,,,,1554.00,344.79,9.06,1497.78
Chicago (Dupage),DuPage County,47,RTA,2012,4,,,,,,,,4798.08,1077.62,27.23,4706.98
Chicago (Cook),Cook County,22874,ST,2013,1,18687188.75,16190682.22,65554966.69,18185115.81,11240196.41,8326117.92,33938676.25,29041337.13,21347783.90,4914478.65,227426543.73
Chicago (Cook),Cook County,22874,MT,2013,1,4461088.88,9193096.11,13316966.99,3650883.82,2260155.20,1672001.11,7130943.09,10988518.25,4730103.39,1094209.95,58497966.79
Chicago (Cook),Cook County,22874,HMR,2013,1,4666106.05,4047201.12,16374243.57,4545434.76,2808667.37,2077249.04,4071214.87,7211729.78,4746252.42,1140681.20,51688780.18
Chicago (Cook),Cook County,22874,CHMR,2013,1,2804990.65,2447127.04,9997106.84,2751273.70,1736294.57,1265030.75,2496874.71,4400649.87,2935106.59,728283.27,31562737.99
Chicago (Cook),Cook County,22874,MPEA,2013,1,23862.00,567064.62,7624224.04,71076.00,,,6599.00,171677.84,342706.56,13713.00,8820923.06
Chicago (Cook),Cook County,22874,RTA,2013,1,4636114.76,10680102.88,13355057.16,3653464.37,2261983.75,1670244.51,7131793.05,11906852.92,4815860.82,1121825.39,61233299.61
Chicago (Cook),Cook County,22874,SRTA,2013,1,934356.83,809526.96,3277730.28,909250.00,562006.62,416304.90,1696844.66,1452041.52,1067368.55,245723.04,11371153.36
Chicago (Dupage),DuPage County,37,ST,2013,1,,,,,,,,6657.28,7513.97,,20133.18
Chicago (Dupage),DuPage County,37,MT,2013,1,,,,,,,,1512.59,1553.30,,4292.49
Chicago (Dupage),DuPage County,37,HMR,2013,1,,,,,,,,1664.14,1878.30,,3657.29
Chicago (Dupage),DuPage County,37,CST,2013,1,,,,,,,,332.85,375.70,,1006.67
Chicago (Dupage),DuPage County,37,RTA,2013,1,,,,,,,,1134.50,1164.98,,3219.50
Chicago (Cook),Cook County,22202,ST,2013,2,20180193.56,17728824.34,81467544.95,22432509.09,11351706.78,12551290.15,37916507.32,33376255.66,25061180.59,6155654.27,268221666.71
Chicago (Cook),Cook County,22202,MT,2013,2,4687437.77,9470814.02,16518139.75,4496214.22,2280109.75,2520443.28,7940516.68,10557105.07,5486354.84,1347202.74,65304338.12
Chicago (Cook),Cook County,22202,HMR,2013,2,5045018.16,4431478.76,20354283.25,5605811.67,2835363.32,3133020.80,4331832.97,8314317.52,5586199.76,1312745.09,60950071.30
Chicago (Cook),Cook County,22202,CHMR,2013,2,3031047.60,2631623.81,12335524.39,3371932.05,1714379.53,1865649.08,2642691.36,5033358.05,3392168.18,843215.01,36861589.06
Chicago (Cook),Cook County,22202,MPEA,2013,2,26897.04,536121.06,9645869.49,80020.55,,,11166.00,207900.80,469314.71,22160.00,10999449.65
Chicago (Cook),Cook County,22202,RTA,2013,2,4849988.80,10954870.58,16563253.20,4496422.47,2273611.47,2488724.24,7922214.23,11526690.47,5574596.12,1376117.75,68026489.33
Chicago (Cook),Cook County,22202,SRTA,2013,2,1009006.38,886432.58,4073354.19,1121626.48,567582.55,627562.89,1895655.89,1668799.56,1253042.44,307781.62,13410844.58
Chicago (Dupage),DuPage County,37,ST,2013,2,,,,,,,,7611.67,6389.63,,22481.60
Chicago (Dupage),DuPage County,37,MT,2013,2,,,,,,,,1655.95,1329.54,,4746.46
Chicago (Dupage),DuPage County,37,HMR,2013,2,,,,,,,,1902.68,1597.09,,3027.63
Chicago (Dupage),DuPage County,37,CST,2013,2,,,,,,,,380.58,319.50,,1124.10
Chicago (Dupage),DuPage County,37,RTA,2013,2,,,,,,,,1241.97,996.84,,3559.67
